,a_i_num,adr_for,area_type,site_type,silvicult,forest_fun,stand_stru,rotat_age,sub_area,prot_categ,species_cd,part_cd,spec_age,a_year
1073,211008828,02-11-3-10-64    -h   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.55,,SO,9,38,2022
1074,211005101,02-11-2-07-88    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.64,OCH WOD,SO,6,68,2022
1075,211018069,02-11-3-10-27    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,8.82,OCH WOD,SO,7,48,2022
1078,211003863,02-11-2-05-121   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.29,OCH WOD,SO,7,58,2022
1079,211009446,02-11-3-11-143   -b   -00,D-STAN,LMW,O,OCHR,KO,100,3.27,OCH WOD,SO,10,133,2022
1080,211008720,02-11-3-09-56    -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.47,,SO,10,58,2022
1081,211019326,02-11-1-03-164   -b   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,60,1.53,,OS,6,43,2022
1082,211022898,02-11-2-05-181   -c   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,6.3,,SO,10,123,2022
1084,211005819,02-11-2-06-167   -h   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.88,,DB,10,6,2022
1085,211008359,02-11-3-11-177   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,100,7.4,OCH WOD,SO,3,63,2022
1087,211023538,02-11-1-03-170   -w   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,1.19,OCH USZK,DB,10,23,2022
1088,211010894,02-11-3-12-42    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.48,OCH WOD,SO,9,53,2022
1089,211001997,02-11-1-03-137   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.83,OCH USZK,SO,6,13,2022
1090,211008390,02-11-3-11-180   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,80,6.69,OCH WOD,BRZ,6,38,2022
1091,211010599,02-11-3-10-233   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,8.69,,SO,10,98,2022
1093,211011332,02-11-3-12-128   -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.3,,SO,8,68,2022
1094,211011124,02-11-3-12-83    -c   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,7.72,,SO,10,108,2022
1095,211000854,02-11-1-02-106   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,0,3.29,OCH USZK,SO,5,2,2022
1096,211003766,02-11-2-05-45    -c   -00,D-STAN,LW,GPZ,GOSP,DRZEW,80,2.64,,OL,6,53,2022
1097,211005586,02-11-2-06-132   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.33,,SO,7,23,2022
1098,211007935,02-11-3-09-49    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.39,OCH WOD,SO,4,27,2022
1099,211001602,02-11-1-02-103   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.26,OCH USZK,SO,7,53,2022
1100,211024754,02-11-3-10-31    -s   -01,ZRĄB,BMW,GZ,GOSP,,0,2.39,,,,0,2022
1101,211007321,02-11-2-08-147   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.51,OCH WOD,SO,10,58,2022
1102,211008101,02-11-3-09-87    -j   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.04,OCH WOD,SO,7,103,2022
1103,211001274,02-11-1-02-59    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.54,OCH USZK,SO,5,19,2022
1104,211023915,02-11-1-02-88    -b   -00,D-STAN,LMŚW,O,OCHR,KO,100,6.5,OCH USZK,SO,10,108,2022
1105,211008580,02-11-3-09-26    -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,5.72,OCH WOD,SO,10,68,2022
1106,211010282,02-11-3-12-165   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.41,OCH WOD,SO,10,123,2022
1107,211024651,02-11-1-02-92    -c   -01,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.6,OCH USZK,DB,5,9,2022
1109,211009525,02-11-3-11-148   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,5.34,OCH WOD,BRZ,5,38,2022
1111,211018258,02-11-2-08-141   -l   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.47,OCH WOD,SO,4,13,2022
1114,211010265,02-11-3-12-164   -g   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.1,OCH WOD,OL,10,43,2022
1116,211023045,02-11-1-04-195   -l   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.31,OCH USZK,SO,8,113,2022
1117,211008715,02-11-3-10-33    -l   -00,D-STAN,BMW,O,OCHR,DRZEW,0,3.28,OCH WOD,SO,8,2,2022
1118,211001988,02-11-1-03-136   -a   -00,D-STAN,LW,O,OCHR,DRZEW,100,7.6,OCH USZK,SO,6,53,2022
1119,211007148,02-11-2-08-138   -j   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.26,OCH WOD,SO,6,26,2022
1120,211019348,02-11-2-07-41    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.67,OCH WOD,SO,7,33,2022
1121,211003998,02-11-2-05-155   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,7.92,OCH WOD,SO,9,43,2022
1122,211022809,02-11-3-11-228   -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.05,,SO,10,98,2022
1123,211023492,02-11-3-10-235   -g   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,3.0,,SO,8,98,2022
1124,211002463,02-11-1-03-168   -j   -00,D-STAN,LŚW,O,OCHR,KO,100,4.17,OCH USZK,SO,9,143,2022
1125,211024092,02-11-3-09-53    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.93,OCH WOD,SO,8,2,2022
1126,211017547,02-11-3-11-133   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.06,OCH WOD,SO,6,10,2022
1127,211022102,02-11-2-08-225   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,8.22,OCH WOD,SO,5,38,2022
1128,211000357,02-11-1-01-28    -c   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.75,OCH USZK,OL,10,58,2022
1129,211001142,02-11-1-02-37    -h   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,1.11,OCH USZK,SO,9,93,2022
1130,211005225,02-11-2-07-87    -l   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.12,,SO,10,53,2022
1131,211017130,02-11-2-06-99    -l   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,1.72,,OL,10,18,2022
1134,211000066,02-11-1-01-6     -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,6.57,OCH USZK,DB,5,58,2022
1135,211000078,02-11-1-01-6     -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.38,OCH USZK,MD,7,78,2022
1136,211024089,02-11-2-07-33    -i   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.41,,SO,10,2,2022
1138,211010295,02-11-3-12-166   -g   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.86,OCH WOD,OL,10,43,2022
1139,211008403,02-11-3-11-181   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.89,OCH WOD,SO,10,63,2022
1140,211009536,02-11-3-11-149   -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.53,,SO,10,43,2022
1141,211018047,02-11-3-09-87    -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,9.12,OCH WOD,SO,5,28,2022
1142,211022793,02-11-2-06-105   -f   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.86,,SO,10,8,2022
1143,211006901,02-11-2-08-85    -l   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.17,OCH WOD,SO,8,58,2022
1144,211002947,02-11-1-04-212   -l   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.32,OCH USZK,SO,10,58,2022
1145,211003255,02-11-1-04-203   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,1.83,OCH USZK,DB.C,7,83,2022
1146,211011286,02-11-3-12-126   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.78,OCH WOD,SO,10,84,2022
1147,211024076,02-11-1-02-105   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.3,OCH USZK,SO,8,43,2022
1148,211005448,02-11-2-06-124   -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.75,,SO,6,28,2022
1149,211007510,02-11-2-08-201   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,4.23,,SO,10,58,2022
1150,211001834,02-11-1-01-124   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,8.05,OCH USZK,SO,4,19,2022
1153,211008948,02-11-3-10-72    -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.22,OCH WOD,SO,10,48,2022
1154,211007414,02-11-2-08-174   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.09,,SO,10,78,2022
1155,211019066,02-11-2-05-155   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.31,OCH WOD,SO,6,4,2022
1156,211009623,02-11-3-11-184   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.05,OCH WOD,SO,6,73,2022
1157,211010735,02-11-3-12-9     -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.87,,SO,10,53,2022
1158,211009493,02-11-3-11-146   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.04,OCH WOD,SO,10,38,2022
1159,211006985,02-11-2-08-95    -m   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.82,OCH WOD,SO,10,45,2022
1160,211001770,02-11-1-02-120   -f   -00,D-STAN,LW,O,OCHR,DRZEW,80,5.82,OCH USZK,GB,7,88,2022
1161,211006981,02-11-2-08-95    -k   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.3,OCH WOD,SO,10,45,2022
1162,211001307,02-11-1-02-62    -b   -00,D-STAN,LŚW,O,OCHR,KO,100,4.28,OCH USZK,SO,10,133,2022
1163,211024764,02-11-3-09-25    -d   -01,ZRĄB,BŚW,GZ,GOSP,,0,3.44,,SO,,106,2022
1164,211004000,02-11-2-05-155   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.54,OCH WOD,SO,6,53,2022
1165,211000479,02-11-1-01-49    -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.13,OCH USZK,SO,5,9,2022
1166,211023666,02-11-3-09-100   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,6.23,,SO,10,58,2022
1168,211001759,02-11-1-02-119   -d   -00,D-STAN,LW,O,OCHR,DRZEW,140,3.38,OCH USZK,DB,6,78,2022
1169,211010765,02-11-3-12-11    -k   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.67,,SO,6,58,2022
1171,211017518,02-11-1-04-224   -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.83,OCH USZK,SO,7,21,2022
1172,211003281,02-11-1-04-203   -p   -00,D-STAN,OL,GZ,GOSP,DRZEW,80,0.98,,OL,10,33,2022
1173,211001047,02-11-1-02-30    -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,1.33,OCH USZK,DB,5,73,2022
1174,211010274,02-11-3-12-165   -b   -00,D-STAN,BMW,S,OCHR,DRZEW,100,1.71,OCH WOD,SO,8,63,2022
1175,211018656,02-11-2-05-185   -g   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,5.7,,SO,8,158,2022
1176,211004630,02-11-2-06-11    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,3.32,OCH WOD,BRZ,10,43,2022
1177,211024552,02-11-2-07-53    -c   -99,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.74,,SO,10,93,2022
1178,211005273,02-11-2-06-99    -h   -00,D-STAN,LMW,O,OCHR,KDO,80,3.04,OCH WOD,BRZ,5,53,2022
1179,211010953,02-11-3-12-74    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.81,,SO,10,58,2022
1180,211010366,02-11-3-10-200   -g   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,1.76,,SO,6,33,2022
1181,211005756,02-11-2-06-162   -f   -00,D-STAN,LMW,GPZ,GOSP,KO,100,4.84,,SO,10,113,2022
1182,211022002,02-11-1-03-180   -d   -00,D-STAN,LW,O,OCHR,DRZEW,80,2.51,OCH USZK,BRZ,6,48,2022
1184,211008660,02-11-3-10-30    -f   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,2.88,,SO,6,53,2022
1185,211003772,02-11-2-05-45    -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,2.13,,DB,4,103,2022
1187,211010387,02-11-3-10-201   -k   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.26,,SO,10,88,2022
1188,211019833,02-11-1-02-121   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,6.81,OCH USZK,SO,7,58,2022
1189,211020112,02-11-1-03-145   -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,8.94,OCH USZK,DB,8,103,2022
1190,211007692,02-11-2-08-226   -l   -00,D-STAN,LW,O,OCHR,DRZEW,80,1.25,OCH WOD,BRZ,5,38,2022
1191,211008531,02-11-3-09-23    -g   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.92,,SO,10,40,2022
1192,211010900,02-11-3-12-42    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.82,OCH WOD,SO,2,20,2022
1193,211013929,02-11-2-06-46    -b   -00,INNE WYL,LMŚW,GPZ,GOSP,,0,0.28,,,,0,2022
1194,211001766,02-11-1-02-120   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,1.78,OCH USZK,BRZ,6,63,2022
1195,211017359,02-11-1-02-82A   -f   -00,D-STAN,OL,O,OCHR,DRZEW,80,0.64,OCH USZK,OL,8,23,2022
1196,211011039,02-11-3-12-78    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.08,OCH WOD,MD,6,93,2022
1197,211000677,02-11-1-01-75    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.43,OCH USZK,SO,7,48,2022
1198,211006294,02-11-2-07-40    -f   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,1.02,,BRZ,6,28,2022
1199,211003118,02-11-1-04-196   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.75,OCH USZK,SO,5,73,2022
1201,211023183,02-11-3-12-169   -c   -00,D-STAN,BMW,S,GOSP,DRZEW,100,1.06,,SO,7,6,2022
1202,211021335,02-11-1-02-58    -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.24,OCH USZK,SO,4,6,2022
1204,211008020,02-11-3-09-54    -f   -00,D-STAN,BMB,S,OCHR,DRZEW,100,2.36,OCH WOD,SO,8,143,2022
1205,211002821,02-11-1-04-186   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,3.43,OCH USZK,BRZ,6,33,2022
1206,211023312,02-11-3-11-197   -f   -00,D-STAN,LMW,GPZ,GOSP,KO,100,4.03,,SO,10,133,2022
1207,211004626,02-11-2-06-11    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,8.7,OCH WOD,SO,10,88,2022
1208,211018679,02-11-2-05-214   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,7.05,OCH WOD,SO,4,28,2022
1209,211019590,02-11-2-07-88    -d   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,7.25,,SO,4,11,2022
1210,211001815,02-11-1-01-123   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.94,OCH USZK,SO,6,17,2022
1211,211010509,02-11-3-10-209   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,6.84,,SO,10,98,2022
1212,211005643,02-11-2-08-135   -g   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,2.57,,SO,10,48,2022
1213,211018978,02-11-2-06-167   -j   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.81,,SO,9,68,2022
1214,211002703,02-11-1-03-178   -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,3.95,OCH USZK,SO,4,5,2022
1215,211018631,02-11-2-07-50    -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,12.84,,SO,9,61,2022
1216,211000230,02-11-1-01-16    -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.23,OCH USZK,SO,6,53,2022
1219,211010666,02-11-3-10-238   -b   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,1.62,,SO,8,68,2022
1220,211010200,02-11-3-10-160   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.93,OCH WOD,SO,5,68,2022
1221,211022671,02-11-3-10-237   -b   -00,D-STAN,BMW,GZ,GOSP,KO,100,5.78,,SO,10,133,2022
1222,211000996,02-11-1-02-26A   -w   -00,SZCZ CHR,OL,S,OCHR,,80,1.25,OCH USZK,BRZ,7,53,2022
1223,211021575,02-11-1-03-170   -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,5.57,OCH USZK,BK,10,103,2022
1224,211023532,02-11-1-03-166   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,120,2.96,OCH USZK,SO,4,4,2022
1225,211006889,02-11-2-08-85    -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.21,OCH WOD,SO,9,73,2022
1226,211003946,02-11-2-05-151   -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.12,,SO,10,38,2022
1227,211002097,02-11-1-03-143   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.25,OCH USZK,MD,5,48,2022
1228,211003810,02-11-2-05-118   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,5.73,,SO,6,63,2022
1230,211004082,02-11-2-05-180   -i   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,80,2.31,,BRZ,7,73,2022
1231,211008931,02-11-3-10-71    -k   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.34,OCH WOD,SO,8,18,2022
1232,211024761,02-11-2-06-166   -f   -99,D-STAN,LMW,O,OCHR,DRZEW,100,3.2,OCH WOD,SO,10,113,2022
1234,211007171,02-11-2-08-139   -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,0.84,,SO,10,63,2022
1235,211024529,02-11-3-11-189   -c   -99,D-STAN,BMW,O,OCHR,DRZEW,100,5.75,OCH WOD,SO,10,63,2022
1236,211005588,02-11-2-06-132   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,1.0,,SO,10,88,2022
1237,211003168,02-11-1-04-198   -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,1.07,OCH USZK,DB.S,10,4,2022
1238,211005105,02-11-2-07-88    -c   -00,D-STAN,BŚW,O,OCHR,DRZEW,80,4.12,OCH WOD,BRZ,5,25,2022
1239,211020520,02-11-3-12-123   -c   -00,ZRĄB,LMW,GPZ,GOSP,,0,2.3,,SO,,102,2022
1240,211023905,02-11-1-02-61    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.65,OCH USZK,SO,6,18,2022
1241,211017409,02-11-1-03-127   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.56,OCH USZK,SO,5,7,2022
1242,211001430,02-11-1-02-88    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.97,OCH USZK,SO,8,63,2022
1243,211005027,02-11-2-07-53    -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.15,,SO,10,73,2022
1244,211005452,02-11-2-06-124   -f   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,0.55,,OL,10,68,2022
1245,211006872,02-11-2-08-84    -j   -00,D-STAN,LMB,S,OCHR,DRZEW,80,0.91,OCH WOD,BRZ,6,53,2022
1246,211009087,02-11-3-10-105   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.64,,SO,7,9,2022
1247,211004170,02-11-2-05-186   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,4.61,,SO,7,43,2022
1248,211004095,02-11-2-05-181   -i   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,80,2.76,,BRZ,8,58,2022
1249,211000141,02-11-1-01-11    -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.53,OCH USZK,SO,5,53,2022
1250,211018035,02-11-3-09-91    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.57,OCH WOD,SO,7,73,2022
1251,211009918,02-11-3-11-224   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.94,OCH WOD,OL,6,28,2022
1254,211004670,02-11-2-06-13    -d   -00,D-STAN,LW,O,OCHR,DRZEW,80,3.19,OCH WOD,BRZ,7,23,2022
1255,211000431,02-11-1-01-45    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.99,OCH USZK,BRZ,5,33,2022
1257,211018281,02-11-2-08-173   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,9.65,,SO,10,83,2022
1258,211013935,02-11-2-06-46    -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.43,,MD,4,23,2022
1260,211000701,02-11-1-01-77    -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,1.06,OCH USZK,BK,4,28,2022
1261,211009084,02-11-3-09-104   -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.03,OCH WOD,SO,10,73,2022
1262,211004611,02-11-2-06-10    -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,0,3.0,OCH WOD,DB,7,12,2022
1263,211022855,02-11-3-12-83    -g   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.35,,SO,7,78,2022
1264,211019509,02-11-2-05-148   -i   -00,D-STAN,LW,O,OCHR,KO,80,8.08,OCH WOD,BRZ,10,58,2022
1265,211024495,02-11-1-03-127   -d   -00,D-STAN,LMŚW,O,OCHR,KO,100,4.25,OCH USZK,SO,10,103,2022
1266,211017395,02-11-1-04-215   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.07,OCH USZK,SO,6,23,2022
1267,211022938,02-11-1-01-28A   -w   -00,D-STAN,OL,GZ,GOSP,DRZEW,80,1.67,,OL,9,58,2022
1269,211021764,02-11-3-09-46    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.41,OCH WOD,SO,4,27,2022
1270,211007753,02-11-3-09-4     -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.42,OCH WOD,SO,10,78,2022
1271,211005246,02-11-2-06-98    -p   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.82,OCH WOD,SO,10,63,2022
1272,211002971,02-11-1-04-217   -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.11,OCH USZK,SO,4,25,2022
1274,211023195,02-11-3-12-174   -h   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.47,,SO,9,63,2022
1275,211002250,02-11-1-03-154   -c   -00,D-STAN,LŚW,O,OCHR,KO,100,2.49,OCH USZK,SO,10,128,2022
1276,211010597,02-11-3-10-233   -a   -00,ZRĄB,BŚW,GZ,GOSP,,0,4.07,,SO,,97,2022
1277,211018340,02-11-3-10-158   -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.07,,SO,10,63,2022
1278,211024551,02-11-2-07-54    -b   -01,D-STAN,BŚW,GZ,GOSP,DRZEW,0,2.36,,SO,6,3,2022
1279,211004987,02-11-2-07-51    -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.51,OCH WOD,SO,10,33,2022
1280,211008171,02-11-3-09-91    -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.57,,SO,5,19,2022
1281,211023943,02-11-1-02-111   -j   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.52,OCH USZK,SO,7,58,2022
1282,211008152,02-11-3-09-90    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.27,OCH WOD,SO,6,63,2022
1283,211003827,02-11-2-05-119   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.76,,SO,10,63,2022
1284,211018283,02-11-2-08-174   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,6.46,,SO,10,53,2022
1285,211023826,02-11-2-07-38    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,80,2.76,OCH WOD,OL,8,58,2022
1286,211023060,02-11-2-08-142   -c   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.82,,SO,9,6,2022
1287,211018562,02-11-3-11-188   -f   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,1.53,OCH WOD,SO,10,63,2022
1289,211018325,02-11-3-11-134   -k   -00,D-STAN,LŚW,GPZ,GOSP,DRZEW,120,5.22,,BK,6,73,2022
1290,211000547,02-11-1-01-65    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.25,OCH USZK,SO,7,88,2022
1291,211009801,02-11-3-11-196   -c   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,2.32,,SO,7,4,2022
1292,211022827,02-11-2-06-218   -d   -00,D-STAN,LMW,O,OCHR,KO,100,3.79,OCH WOD,SO,10,123,2022
1294,211018255,02-11-2-08-140   -b   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,16.05,,SO,9,48,2022
1295,211010915,02-11-3-12-43    -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,1.09,OCH WOD,DB,5,133,2022
1297,211002494,02-11-1-03-169   -b   -00,D-STAN,LW,O,OCHR,DRZEW,140,1.93,OCH USZK,DB,6,53,2022
1298,211010923,02-11-3-12-43    -h   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.06,OCH WOD,BRZ,7,38,2022
1299,211005871,02-11-2-06-193   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.35,OCH WOD,SO,6,28,2022
1300,211019266,02-11-2-05-18    -i   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,0,4.95,,DB,3,21,2022
1302,211006350,02-11-2-07-55    -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.46,,SO,10,53,2022
1303,211018243,02-11-2-08-114   -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.15,OCH WOD,SO,10,38,2022
1304,211004494,02-11-2-05-1     -g   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.99,,SO,8,63,2022
1306,211023688,02-11-3-09-46    -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,120,3.43,,BK,3,73,2022
1307,211008606,02-11-3-10-28    -c   -00,D-STAN,BMŚW,GZ,GOSP,KO,100,5.4,,SO,10,118,2022
1308,211018299,02-11-2-08-204   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.18,,SO,10,73,2022
1309,211001999,02-11-1-03-137   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.73,OCH USZK,SO,7,48,2022
1310,211004231,02-11-2-05-189   -j   -00,D-STAN,LW,GPZ,GOSP,DRZEW,80,0.74,,OL,10,48,2022
1311,211011497,02-11-3-12-214   -b   -00,D-STAN,BMŚW,O,OCHR,KO,100,5.31,OCH OSTOJ,SO,10,113,2022
1312,211004755,02-11-2-05-18    -l   -00,D-STAN,LMŚW,S,GOSP,DRZEW,100,3.01,,SO,5,5,2022
