,a_i_num,adr_for,area_type,site_type,silvicult,forest_fun,stand_stru,rotat_age,sub_area,prot_categ,species_cd,part_cd,spec_age,a_year
823,211003145,02-11-1-04-197   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.45,OCH USZK,SO,6,8,2022
824,211003692,02-11-1-04-240   -c   -00,D-STAN,LMŚW,S,OCHR,DRZEW,80,1.17,OCH USZK,BRZ,9,33,2022
825,211006998,02-11-2-08-96    -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.95,OCH WOD,SO,10,38,2022
827,211018297,02-11-2-08-203   -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.33,,SO,10,68,2022
828,211021635,02-11-1-03-174   -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,2.38,OCH USZK,DB,6,93,2022
829,211005036,02-11-2-07-54    -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.35,,SO,10,83,2022
830,211008694,02-11-3-10-32    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.22,OCH WOD,SO,9,68,2022
831,211001762,02-11-1-02-120   -a   -00,D-STAN,LŚW,O,OCHR,DRZEW,80,2.19,OCH USZK,BRZ,6,68,2022
832,211011317,02-11-3-12-127   -i   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,1.55,,SO,8,2,2022
833,211006345,02-11-2-07-43    -d   -00,D-STAN,LMW,O,OCHR,DRZEW,140,1.1,OCH WOD,DB,7,28,2022
834,211018632,02-11-2-07-50    -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,2.41,OCH WOD,MD,5,43,2022
835,211018678,02-11-2-05-212   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.58,OCH WOD,SO,6,58,2022
836,211018906,02-11-2-06-133   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.87,,SO,9,17,2022
837,211007676,02-11-2-08-226   -c   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,2.69,OCH WOD,SO,7,63,2022
838,211004727,02-11-2-06-16    -k   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.29,,SO,5,93,2022
839,211006432,02-11-2-07-59    -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.63,,SO,10,98,2022
840,211004651,02-11-2-06-12    -m   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,2.12,OCH WOD,DB,10,123,2022
841,211002278,02-11-1-03-156   -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,120,2.11,OCH USZK,BK,2,23,2022
843,211008329,02-11-3-11-135   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.69,OCH WOD,BRZ,3,28,2022
844,211000798,02-11-1-01-93    -g   -00,D-STAN,LMŚW,O,OCHR,KO,100,1.75,OCH USZK,SO,10,98,2022
845,211003277,02-11-1-04-203   -l   -00,D-STAN,LMW,O,OCHR,DRZEW,140,0.3,OCH USZK,DB,10,148,2022
846,211017433,02-11-3-09-49    -f   -00,D-STAN,BMW,S,OCHR,DRZEW,100,4.92,OCH WOD,SO,7,22,2022
847,211007646,02-11-2-08-224   -i   -00,D-STAN,LW,O,OCHR,DRZEW,140,1.7,OCH WOD,DB,10,143,2022
848,211000901,02-11-1-01-109   -a   -00,D-STAN,LMŚW,O,OCHR,KO,100,6.07,OCH USZK,SO,10,118,2022
850,211024160,02-11-3-11-144   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.37,OCH WOD,OL,6,63,2022
851,211003550,02-11-1-04-230   -a   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,0.89,OCH USZK,SO,9,63,2022
852,211007640,02-11-2-08-224   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.81,OCH WOD,BRZ,6,53,2022
854,211000226,02-11-1-01-16    -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,140,3.2,OCH USZK,DB,8,63,2022
856,211010539,02-11-3-12-211   -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.64,OCH WOD,SO,9,38,2022
857,211001648,02-11-1-02-112   -c   -00,ZRĄB,LMŚW,O,OCHR,,0,0.9,OCH USZK,SO,,108,2022
861,211010383,02-11-3-10-201   -i   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.72,OCH WOD,BRZ,10,63,2022
862,211001449,02-11-1-02-89    -d   -00,ZRĄB,LMŚW,O,OCHR,,0,1.69,OCH USZK,SO,,110,2022
863,211018563,02-11-3-11-184   -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.88,OCH WOD,SO,6,7,2022
865,211018344,02-11-3-11-146   -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,7.29,,SO,10,63,2022
866,211022690,02-11-2-08-113   -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.38,OCH WOD,SO,8,10,2022
867,211011501,02-11-3-12-214   -d   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,8.74,OCH OSTOJ,SO,4,98,2022
868,211007545,02-11-2-08-202   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.91,,SO,7,23,2022
869,211001802,02-11-1-02-122   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,4.21,OCH USZK,SO,5,53,2022
871,211006493,02-11-2-07-62    -g   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.34,,SO,10,31,2022
872,211005410,02-11-2-08-106   -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.42,OCH WOD,SO,10,63,2022
873,211008763,02-11-3-09-59    -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.07,,SO,10,73,2022
874,211002170,02-11-1-03-148   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,4.0,OCH USZK,DB,10,118,2022
875,211007028,02-11-2-08-110   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.55,,SO,7,25,2022
876,211024765,02-11-2-05-158   -a   -99,D-STAN,LMW,O,OCHR,DRZEW,100,2.2,OCH WOD,SO,9,103,2022
877,211023143,02-11-1-01-66    -m   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,2.55,,SO,4,17,2022
878,211020632,02-11-1-04-216   -g   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,5.16,OCH USZK,SO,10,78,2022
880,211007113,02-11-2-08-115   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.57,,SO,10,58,2022
881,211022540,02-11-3-10-7     -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.41,,SO,6,14,2022
882,211000634,02-11-1-01-72    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,7.89,OCH USZK,SO,8,58,2022
883,211005545,02-11-2-06-129   -i   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,0.9,,SO,6,26,2022
884,211018595,02-11-2-07-40    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.46,OCH WOD,SO,5,38,2022
886,211024659,02-11-2-05-157   -a   -01,ZRĄB,LMW,O,OCHR,,100,4.0,OCH WOD,SO,,98,2022
887,211002347,02-11-1-03-162   -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,3.05,OCH USZK,DB,6,63,2022
888,211006733,02-11-2-07-76    -j   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,80,1.74,,OL,7,28,2022
889,211002844,02-11-1-04-187   -j   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.98,OCH USZK,SO,3,28,2022
890,211009692,02-11-3-11-189   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,3.46,,SO,10,53,2022
891,211010377,02-11-3-10-201   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.99,OCH WOD,SO,5,38,2022
892,211000380,02-11-1-01-40    -b   -00,D-STAN,LŚW,O,OCHR,DRZEW,140,10.81,OCH USZK,DB,3,78,2022
893,211009771,02-11-3-11-194   -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.03,OCH WOD,SO,5,8,2022
895,211017371,02-11-3-09-87    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.89,OCH WOD,SO,5,11,2022
896,211006200,02-11-2-07-29    -h   -00,D-STAN,LMW,O,OCHR,DRZEW,80,7.14,OCH WOD,BRZ,6,38,2022
897,211023580,02-11-2-08-137   -d   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,3.05,OCH WOD,SO,10,128,2022
898,211000489,02-11-1-01-51    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.38,OCH USZK,SO,6,53,2022
899,211001384,02-11-1-02-84    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.12,OCH USZK,SO,4,63,2022
900,211020072,02-11-1-03-143   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,8.16,OCH USZK,SO,6,103,2022
901,211006544,02-11-2-07-65    -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.97,,SO,10,64,2022
903,211009173,02-11-3-10-109   -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,0.5,OCH WOD,SO,10,68,2022
904,211008917,02-11-3-10-71    -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.47,OCH WOD,SO,5,68,2022
907,211022808,02-11-3-11-229   -b   -00,D-STAN,OLJ,S,GOSP,DRZEW,80,1.05,,OL,10,133,2022
908,211010936,02-11-3-12-73    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.4,OCH WOD,SO,10,68,2022
909,211006927,02-11-2-08-93    -g   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,5.92,,SO,10,53,2022
910,211000031,02-11-1-01-3     -c   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,4.75,OCH USZK,MD,7,48,2022
911,211007882,02-11-3-09-46    -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.73,OCH WOD,SO,6,93,2022
914,211000618,02-11-1-01-70    -l   -00,D-STAN,LMŚW,O,OCHR,DRZEW,80,1.65,OCH USZK,BRZ,10,38,2022
915,211000104,02-11-1-01-8     -g   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,0.72,OCH USZK,MD,4,48,2022
916,211009990,02-11-3-11-228   -g   -00,D-STAN,LW,O,OCHR,DRZEW,80,3.75,OCH WOD,GB,3,23,2022
917,211022559,02-11-2-06-219   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.38,OCH WOD,SO,10,113,2022
918,211005357,02-11-2-06-103   -l   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,6.34,OCH WOD,SO,10,73,2022
919,211024652,02-11-1-02-92    -c   -99,D-STAN,LMŚW,O,OCHR,KO,100,5.54,OCH USZK,SO,10,118,2022
920,211003803,02-11-2-05-117   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.91,,SO,10,40,2022
921,211022798,02-11-2-08-169   -k   -00,D-STAN,LMW,GPZ,GOSP,KDO,100,3.25,,SO,10,123,2022
924,211004509,02-11-2-05-2     -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.18,,SO,8,30,2022
926,211023222,02-11-3-12-218   -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,5.11,,SO,9,58,2022
927,211010838,02-11-3-12-38    -k   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,6.62,,SO,5,13,2022
928,211023019,02-11-2-05-1     -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,4.06,,SO,10,103,2022
929,211003850,02-11-2-05-120   -b   -00,D-STAN,LMW,O,OCHR,DRZEW,100,6.07,OCH WOD,SO,7,63,2022
930,211001362,02-11-1-02-82A   -x   -00,D-STAN,LŚW,O,OCHR,DRZEW,100,0.79,OCH USZK,SO,7,43,2022
932,211008915,02-11-3-10-71    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,0,3.04,OCH WOD,SO,8,3,2022
933,211006137,02-11-2-07-24    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,8.42,,SO,10,73,2022
934,211010222,02-11-3-10-161   -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,4.31,OCH WOD,SO,7,28,2022
935,211018307,02-11-2-08-224   -d   -00,D-STAN,LW,GPZ,GOSP,DRZEW,80,3.72,,OL,9,68,2022
936,211000896,02-11-1-01-108   -g   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.98,OCH USZK,SO,5,28,2022
938,211005965,02-11-2-08-199   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,120,1.13,OCH WOD,BK,3,18,2022
939,211024057,02-11-1-02-118   -c   -00,D-STAN,LMŚW,O,OCHR,KO,100,6.38,OCH USZK,SO,6,153,2022
940,211010524,02-11-3-12-210   -f   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,1.58,,SO,8,23,2022
942,211008709,02-11-3-10-33    -i   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.19,OCH WOD,SO,10,103,2022
943,211003835,02-11-2-05-119   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.03,OCH WOD,SO,10,53,2022
945,211020631,02-11-1-04-216   -f   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,4.52,OCH USZK,SO,10,38,2022
946,211011248,02-11-3-12-124   -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.17,,SO,9,43,2022
947,211006575,02-11-2-07-66    -d   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,3.2,,SO,5,48,2022
948,211022903,02-11-3-12-74    -i   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.96,OCH WOD,SO,10,93,2022
949,211004945,02-11-2-07-49    -k   -00,D-STAN,LMW,O,OCHR,DRZEW,100,1.64,OCH WOD,SO,10,48,2022
952,211020972,02-11-3-10-237   -a   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,3.4,,SO,6,13,2022
953,211001498,02-11-1-02-97    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,1.73,OCH USZK,BK,6,98,2022
955,211003985,02-11-2-05-154   -b   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,5.25,,SO,10,108,2022
956,211005530,02-11-2-06-128   -i   -00,D-STAN,LMW,GPZ,GOSP,DRZEW,100,2.37,,SO,10,33,2022
957,211018101,02-11-3-10-72    -d   -00,D-STAN,BMW,O,OCHR,DRZEW,80,8.38,OCH WOD,BRZ,5,38,2022
958,211011364,02-11-3-12-168   -m   -00,D-STAN,LMW,S,OCHR,DRZEW,100,1.35,OCH WOD,SO,8,43,2022
959,211005834,02-11-2-08-168   -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,3.39,,SO,9,68,2022
960,211022625,02-11-3-11-144   -g   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.75,OCH WOD,SO,7,11,2022
961,211024126,02-11-1-04-199   -b   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,16.46,OCH USZK,SO,9,48,2022
962,211009383,02-11-3-11-140   -h   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.17,OCH WOD,SO,10,53,2022
963,211000859,02-11-1-01-107   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.88,OCH USZK,SO,6,53,2022
964,211008297,02-11-3-11-133   -h   -00,D-STAN,LMŚW,O,OCHR,DRZEW,120,2.62,OCH WOD,BK,4,28,2022
966,211000156,02-11-1-01-12    -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,3.02,OCH USZK,DB,3,53,2022
967,211004317,02-11-2-05-210   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,80,3.45,OCH WOD,BRZ,6,53,2022
968,211002138,02-11-1-03-146   -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.89,OCH USZK,SO,4,38,2022
969,211019629,02-11-2-07-90    -d   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,7.01,,SO,10,93,2022
970,211006923,02-11-2-08-93    -d   -00,D-STAN,BMW,GZ,GOSP,DRZEW,80,1.45,,BRZ,9,28,2022
971,211009508,02-11-3-11-147   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,3.25,OCH WOD,BRZ,5,33,2022
972,211009984,02-11-3-11-228   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.92,OCH WOD,SO,8,68,2022
973,211023146,02-11-1-01-79    -c   -00,D-STAN,LMŚW,O,OCHR,KO,100,5.25,OCH USZK,SO,10,123,2022
975,211002879,02-11-1-04-190   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,0.47,OCH USZK,SO,7,73,2022
976,211018577,02-11-3-11-225   -a   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.53,,SO,10,63,2022
977,211003107,02-11-1-04-195   -h   -00,ZRĄB,BMŚW,O,OCHR,,0,1.83,OCH USZK,SO,,97,2022
978,211009709,02-11-3-11-190   -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,2.45,OCH WOD,SO,10,48,2022
979,211008995,02-11-3-09-99    -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.81,OCH WOD,SO,10,68,2022
980,211000788,02-11-1-01-93    -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.84,OCH USZK,SO,9,63,2022
981,211009479,02-11-3-11-146   -a   -00,D-STAN,LMB,S,OCHR,DRZEW,100,7.95,OCH WOD,SO,10,103,2022
983,211021737,02-11-3-09-15    -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,8.32,OCH WOD,SO,10,68,2022
984,211017924,02-11-1-02-85    -i   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.74,OCH USZK,SO,6,16,2022
985,211017446,02-11-1-04-224   -o   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.66,OCH USZK,DB,10,23,2022
986,211007636,02-11-2-08-224   -f   -00,D-STAN,LW,O,OCHR,DRZEW,80,0.83,OCH WOD,OL,10,33,2022
987,211004229,02-11-2-05-189   -h   -00,D-STAN,LW,GPZ,GOSP,DRZEW,80,2.02,,OL,6,63,2022
988,211009502,02-11-3-11-147   -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.58,,SO,9,23,2022
989,211008024,02-11-3-09-54    -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,4.62,,SO,10,83,2022
990,211019370,02-11-2-07-63    -b   -00,D-STAN,LW,O,OCHR,DRZEW,80,4.29,OCH WOD,OL,8,83,2022
991,211024515,02-11-1-01-28    -h   -00,D-STAN,OL,O,OCHR,DRZEW,80,17.19,OCH USZK,OL,4,83,2022
992,211002779,02-11-1-04-184   -d   -00,D-STAN,LMŚW,O,OCHR,KO,120,5.24,OCH USZK,BK,4,93,2022
993,211005975,02-11-2-08-199   -n   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,1.65,,DB,7,58,2022
994,211017128,02-11-2-06-99    -k   -00,D-STAN,LŁ,S,OCHR,DRZEW,100,1.3,OCH WOD,SO,10,18,2022
995,211023237,02-11-3-11-138   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,7.72,OCH WOD,SO,7,63,2022
996,211017522,02-11-2-05-7     -a   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,7.58,,SO,4,18,2022
997,211004356,02-11-2-05-211   -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,2.07,,BRZ,8,38,2022
998,211019642,02-11-2-07-43    -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.49,OCH WOD,SO,8,28,2022
999,211004233,02-11-2-05-189   -i   -00,D-STAN,LW,O,OCHR,DRZEW,100,1.23,OCH WOD,SO,10,48,2022
1000,211023594,02-11-2-05-2     -b   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,140,0.19,,DB,5,93,2022
1001,211001029,02-11-1-02-30    -a   -00,D-STAN,BMŚW,O,OCHR,DRZEW,0,1.83,OCH USZK,SO,8,2,2022
1002,211018642,02-11-2-05-182   -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,5.99,,SO,8,58,2022
1003,211021482,02-11-1-02-31    -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,3.34,OCH USZK,SO,9,73,2022
1004,211007596,02-11-2-08-205   -f   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,0.99,,SO,6,13,2022
1005,211004148,02-11-2-05-184   -b   -00,D-STAN,LMŚW,GPZ,GOSP,KO,100,3.18,,SO,10,128,2022
1006,211007782,02-11-3-09-14    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.88,OCH WOD,SO,10,68,2022
1008,211009553,02-11-3-11-150   -a   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.71,OCH WOD,SO,9,68,2022
1009,211006070,02-11-2-06-231   -g   -00,D-STAN,LMW,O,OCHR,DRZEW,100,4.83,OCH WOD,SO,8,53,2022
1010,211009298,02-11-3-10-116   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.71,OCH WOD,SO,9,33,2022
1011,211004657,02-11-2-06-12    -p   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,80,3.14,,BRZ,6,53,2022
1012,211023432,02-11-3-10-115   -h   -00,D-STAN,BMW,O,OCHR,DRZEW,100,3.53,OCH WOD,SO,10,48,2022
1013,211000322,02-11-1-01-22    -f   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,1.98,OCH USZK,DB,8,63,2022
1014,211004576,02-11-2-05-7     -d   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,0.84,,ŚW,9,63,2022
1015,211008089,02-11-3-09-87    -f   -00,D-STAN,LMW,O,OCHR,DRZEW,80,1.66,OCH WOD,OL,7,43,2022
1016,211017379,02-11-3-10-153   -a   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,2.71,,SO,8,23,2022
1017,211002830,02-11-1-04-187   -b   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,1.08,OCH USZK,DB,10,133,2022
1018,211023011,02-11-3-12-171   -f   -00,ZRĄB,BMŚW,GZ,GOSP,,100,3.95,,,,0,2022
1019,211024349,02-11-3-09-60    -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.11,,SO,10,43,2022
1020,211001691,02-11-1-02-115   -a   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,1.74,OCH USZK,SO,6,31,2022
1021,211023851,02-11-2-07-62    -c   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.12,,SO,10,98,2022
1022,211023286,02-11-3-11-186   -b   -00,SUKCESJA,BMW,O,OCHR,,100,1.4,OCH WOD,SO,7,33,2022
1023,211010419,02-11-3-10-203   -f   -00,D-STAN,LMW,O,OCHR,DRZEW,140,0.98,OCH WOD,DB,4,168,2022
1024,211002229,02-11-1-03-153   -d   -00,D-STAN,LMŚW,O,OCHR,DRZEW,140,4.07,OCH USZK,DB,4,53,2022
1027,211009078,02-11-3-09-104   -d   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.37,,SO,10,53,2022
1029,211007484,02-11-2-08-178   -c   -00,D-STAN,BMW,O,OCHR,DRZEW,100,1.07,OCH WOD,SO,10,68,2022
1031,211017890,02-11-1-03-138   -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,100,5.37,OCH USZK,SO,3,18,2022
1032,211024526,02-11-3-11-225   -b   -01,D-STAN,BMW,O,OCHR,DRZEW,100,1.1,OCH WOD,SO,10,58,2022
1034,211007200,02-11-2-08-140   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,3.15,,SO,10,78,2022
1037,211010772,02-11-3-12-34    -d   -00,D-STAN,LMW,O,OCHR,DRZEW,100,3.0,OCH WOD,SO,7,43,2022
1038,211010496,02-11-3-10-208   -b   -00,D-STAN,LW,O,OCHR,KO,80,4.32,OCH WOD,OL,5,68,2022
1040,211007507,02-11-2-08-200   -d   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,2.96,,SO,9,14,2022
1041,211004805,02-11-2-06-22    -f   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.14,,MD,6,78,2022
1042,211023050,02-11-1-04-233   -i   -00,D-STAN,BMW,S,OCHR,KO,100,3.23,OCH USZK,SO,10,133,2022
1043,211003222,02-11-1-04-200   -j   -00,D-STAN,LW,O,OCHR,DRZEW,120,1.09,OCH USZK,BK,9,88,2022
1044,211011450,02-11-3-12-174   -i   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,6.32,,SO,10,48,2022
1045,211002459,02-11-1-03-168   -a   -00,D-STAN,LW,O,OCHR,DRZEW,100,1.72,OCH USZK,SO,4,10,2022
1047,211023280,02-11-3-11-183   -b   -00,D-STAN,LMB,S,OCHR,DRZEW,80,6.91,OCH WOD,BRZ,6,38,2022
1048,211001173,02-11-1-02-38    -k   -00,D-STAN,BMŚW,O,OCHR,DRZEW,80,0.88,OCH USZK,AK,10,83,2022
1049,211003573,02-11-1-04-231   -h   -00,D-STAN,BMŚW,S,OCHR,DRZEW,100,7.63,OCH USZK,SO,10,63,2022
1050,211010050,02-11-3-11-242   -j   -00,D-STAN,LMW,O,OCHR,DRZEW,80,0.35,OCH WOD,GB,5,48,2022
1051,211023750,02-11-3-12-37    -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.58,,BK,7,63,2022
1053,211023053,02-11-1-02-25    -d   -00,D-STAN,BMŚW,O,OCHR,DRZEW,100,11.28,OCH USZK,SO,10,108,2022
1054,211008750,02-11-3-09-58    -b   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,5.55,,SO,10,58,2022
1055,211002208,02-11-1-03-152   -a   -00,D-STAN,LW,O,OCHR,KDO,100,7.1,OCH USZK,SO,9,108,2022
1056,211019037,02-11-2-06-222   -c   -00,D-STAN,LMW,O,OCHR,DRZEW,100,5.51,OCH WOD,SO,6,58,2022
1057,211010143,02-11-3-10-157   -j   -00,D-STAN,BŚW,GZ,GOSP,DRZEW,100,0.93,,SO,10,63,2022
1058,211024559,02-11-3-09-102   -b   -01,D-STAN,BMŚW,GZ,GOSP,DRZEW,0,4.24,,BK,10,2,2022
1059,211006367,02-11-2-07-56    -b   -00,D-STAN,BMW,O,OCHR,DRZEW,100,5.76,OCH WOD,SO,9,78,2022
1060,211022675,02-11-2-07-76    -h   -00,D-STAN,LMW,O,OCHR,DRZEW,0,3.24,OCH WOD,DB,7,10,2022
1061,211010861,02-11-3-12-39    -h   -00,D-STAN,BMŚW,GZ,GOSP,DRZEW,100,0.71,,SO,10,12,2022
1062,211004212,02-11-2-05-188   -d   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,2.24,,SO,7,28,2022
1064,211003142,02-11-1-04-196   -l   -00,D-STAN,OLJ,S,GOSP,DRZEW,80,1.15,,OL,7,33,2022
1065,211000517,02-11-1-01-63    -c   -00,D-STAN,LMŚW,O,OCHR,DRZEW,0,0.75,OCH USZK,SO,6,2,2022
1067,211023269,02-11-3-11-150   -d   -00,D-STAN,BMW,GZ,GOSP,DRZEW,100,7.76,,SO,5,23,2022
1068,211018227,02-11-3-10-154   -f   -00,D-STAN,BMW,O,OCHR,DRZEW,100,6.81,OCH WOD,SO,10,73,2022
1069,211005948,02-11-2-08-198   -c   -00,D-STAN,LMŚW,GPZ,GOSP,DRZEW,100,1.77,,SO,8,53,2022
1071,211007908,02-11-3-09-48    -a   -00,D-STAN,LMW,O,OCHR,DRZEW,100,2.09,OCH WOD,SO,6,43,2022
1072,211005277,02-11-2-06-99    -j   -00,D-STAN,LMW,O,OCHR,DRZEW,100,0.22,OCH WOD,SO,3,63,2022
